Question,achiever,active,adaptable,agile,ambitious,attentive,calm,caring,clever,confident,conformer,cooperative,copes-well,creative,dependable,devoted,discretion,dynamic,effort,energetic,focused,friendly,grateful,improviser,independent,logical,methodical,obedient,optimistic,organized,patient,pleased,practical,prioritizing,proactivity,problem-solving,scattered,shrewd,solver,sophisticated,sturdiness,task-oriented,wise
2,0.671191931,0.684620142,0.784984529,0.40059188,0.497427464,0.88016367,0.076323822,0.395948678,0.696979284,0.624956667,0.380515128,0.595576882,0.789569318,0.760655642,0.769367278,0.549151123,0.274796844,0.762300193,0.881003499,0.684707344,0.855983257,0.42153123,0.301757216,0.397097856,0.357154995,0.625313222,0.736094058,0.235585168,0.842259228,0.61868,0.915908217,0.507865191,0.816556275,0.708457172,0.646600187,0.825790048,0.492538571,0.474223584,0.511039615,0.659233034,0.563014567,0.928634763,0.602140009
3,0.658644795,0.514201403,0.48293528,0.137470931,0.652056992,0.601861417,0.054776542,0.46717307,0.610424578,0.922836065,0.324184924,0.553370893,0.643543184,0.418716908,0.536475062,0.423492849,0.234786451,0.678417623,0.598463178,0.700369716,0.634248555,0.364172965,0.851939738,0.276854038,0.216390401,0.553403974,0.288456231,0.161555752,0.719890893,0.592832506,0.437589318,0.893761158,0.612459719,0.689382255,0.417251498,0.383478791,0.413475841,0.469960153,0.40196687,0.527680755,0.461622328,0.704579055,0.562566876
4,0.42280212,0.70137918,0.733453274,0.416234046,0.649226904,0.263835669,0.029189436,0.60475564,0.600158334,0.063602559,0.264528424,0.392813087,0.683941841,0.661880195,0.531683624,0.55936271,0.911971509,0.700285375,0.784299135,0.731684923,0.695000589,0.504613221,0.394333094,0.569753587,0.242900476,0.606983244,0.492459565,0.038851801,0.554177761,0.364431769,0.185410172,0.444417715,0.824765861,0.978631139,0.408415973,0.863380611,0.54779309,0.488822877,0.393182576,0.492124289,0.648046076,0.906648576,0.588854313
5,0.67480731,0.623814464,0.784968197,0.403497756,0.468089879,0.229135379,0.146303013,0.72016722,0.796539307,0.924660563,0.199349061,0.648141861,0.684860587,0.797051072,0.82287842,0.491146207,0.795782447,0.881209552,0.54241097,0.787930191,0.761192083,0.785976052,0.736240029,0.423756719,0.407057375,0.75099802,0.309555888,0.073254481,0.685054362,0.38149178,0.696935892,0.925088763,0.782814562,0.373088002,0.638571024,0.618551731,0.388699651,0.510601401,0.44568193,0.601249933,0.568300605,0.438420326,0.889593065
6,0.544092596,0.765516639,0.802766919,0.485016704,0.447912276,0.854239583,0.427032977,0.877797484,0.81084758,0.975338101,0.62262243,0.886736333,0.877996683,0.866922677,0.836047769,0.452969879,0.312298685,0.685812414,0.651432097,0.895985425,0.945752323,0.969405532,0.987816393,0.449739993,0.175463349,0.740088999,0.593111992,0.491576999,0.960412681,0.638035774,0.704500258,0.97842592,0.875229836,0.386977762,0.718124509,0.096009664,0.362039119,0.352143794,0.394440651,0.75536257,0.497423708,0.507994473,0.766251504
1,0.635100007,0.661342919,0.591804564,0.264641374,0.340520948,0.669361651,0.024750695,0.551523924,0.607906401,0.636093378,0.489200205,0.580662191,0.461437941,0.282317311,0.684922814,0.52331841,0.2114117,0.556446433,0.749129653,0.80911386,0.68833524,0.732690036,0.43018046,0.403321892,0.215733036,0.580895364,0.458846301,0.282513022,0.36822328,0.686911404,0.179105282,0.481544018,0.684971988,0.363686264,0.713929951,0.310469776,0.410076708,0.393931657,0.481659651,0.510342836,0.574218929,0.903897166,0.579631209
2,0.801235378,0.944489598,0.926466465,0.689834833,0.807258606,0.941600204,0.004635766,0.976754606,0.885423124,0.458325744,0.798492193,0.681609511,0.915445983,0.919864118,0.867116332,0.838578284,0.688020825,0.943107367,0.944554925,0.909110069,0.926891327,0.252764046,0.746060848,0.804293513,0.765441597,0.837225139,0.760042727,0.582744718,0.951997042,0.807624936,0.551111758,0.852809846,0.957148194,0.827509463,0.894888639,0.979335606,0.811882079,0.788090467,0.633538842,0.807542443,0.863073111,0.927268207,0.896230459
3,0.935081184,0.95991832,0.948482871,0.815521419,0.862527609,0.944325447,0.652181208,0.97417897,0.945023417,0.978435159,0.754187167,0.91601342,0.936881423,0.949936032,0.949195743,0.905768335,0.718261838,0.962803543,0.947093368,0.974985003,0.957620442,0.940457523,0.983850777,0.79211992,0.898471534,0.933263004,0.747551441,0.773336112,0.973464608,0.922671676,0.835577846,0.991150081,0.947586477,0.915335,0.931585908,0.805128813,0.845762372,0.759441376,0.896981895,0.875134647,0.903318226,0.886108458,0.931013882
4,0.39044109,0.719759583,0.799937308,0.537405312,0.587825954,0.473792255,0.199674055,0.616900504,0.487574309,0.693214059,0.268115282,0.906049967,0.466533661,0.752077043,0.715015233,0.559555352,0.565849125,0.689697027,0.743159771,0.624111533,0.691544533,0.623181343,0.515524268,0.549565315,0.424326599,0.482333183,0.572127402,0.165701479,0.649217784,0.514267087,0.918044388,0.49909085,0.775668979,0.661114633,0.413307399,0.582711399,0.492729008,0.532185078,0.622566223,0.600920916,0.448281646,0.610263944,0.769866824
5,0.904635847,0.930758953,0.924729407,0.299102694,0.856399238,0.937749684,0.203885198,0.968630612,0.913128138,0.962630689,0.203900844,0.905322969,0.902732849,0.924035192,0.969604313,0.900957286,0.461744368,0.920129061,0.879864693,0.953074694,0.972652137,0.929351389,0.959386408,0.766668618,0.04738041,0.891173005,0.580829859,0.274396151,0.959494889,0.871113777,0.854660153,0.932792902,0.941271007,0.907181501,0.826616466,0.226794228,0.738381565,0.714105248,0.76904732,0.813871324,0.644464076,0.078562096,0.917954624
6,0.56551677,0.731841624,0.950221777,0.589651883,0.334384441,0.756909072,0.907955885,0.834645271,0.777605832,0.878216624,0.024521774,0.823413968,0.78589499,0.972804725,0.836773634,0.493260562,0.734440744,0.892330587,0.541413188,0.353362232,0.852476001,0.912667274,0.989217222,0.587282598,0.355139226,0.620039463,0.814267099,0.533173859,0.909110367,0.688807666,0.927412391,0.940038979,0.754806876,0.695363224,0.564369261,0.749183893,0.406773418,0.383515626,0.551100314,0.708897293,0.577702105,0.206179172,0.789433241
1,0.439969838,0.724313855,0.476295352,0.124776982,0.224475607,0.756789267,0.094556518,0.435000032,0.475751251,0.789404094,0.356464058,0.434464693,0.629324317,0.525431216,0.568279803,0.527341366,0.185766175,0.419817507,0.597435951,0.584389985,0.909615576,0.604626,0.257257462,0.345463485,0.369806617,0.491313249,0.422947347,0.190304548,0.373679191,0.439561009,0.578652382,0.356033891,0.640977502,0.574039102,0.392129302,0.155211464,0.603628814,0.284945309,0.367760807,0.276632816,0.574330807,0.750118673,0.381416202
2,0.613761485,0.949437439,0.90398252,0.504184961,0.854686558,0.803171754,0.001036172,0.848200738,0.848721743,0.247116238,0.622689903,0.779724777,0.525267839,0.951694787,0.770922184,0.708683431,0.329179913,0.944523156,0.926734984,0.833180666,0.022042587,0.572803617,0.439543754,0.473300755,0.313795328,0.812752783,0.640781343,0.498185724,0.121737048,0.57549417,0.57769233,0.702788591,0.93778795,0.533899069,0.930499315,0.942037344,0.556715846,0.603745282,0.497829974,0.824832618,0.784838378,0.915718377,0.800397217
3,0.674237907,0.687259555,0.737531126,0.365017384,0.350272477,0.907416284,0.142745346,0.965304971,0.875250816,0.937019408,0.133175522,0.630415559,0.755770624,0.834674716,0.69654417,0.93333298,0.158131912,0.900394678,0.592096627,0.969532609,0.802269161,0.869633675,0.811945379,0.15817894,0.347228587,0.637182355,0.063921973,0.124856703,0.813308477,0.26772067,0.938732505,0.976079643,0.555407345,0.341683239,0.596069515,0.169886261,0.376181006,0.394338936,0.47256428,0.428513408,0.643561482,0.102257095,0.859989822
4,0.554426193,0.81415695,0.784479201,0.568974674,0.807745099,0.37893346,0.109884851,0.719178796,0.707090676,0.083332814,0.092137568,0.855664551,0.109521762,0.735746503,0.670963526,0.527683198,0.624654531,0.931229472,0.937342107,0.937875986,0.599621773,0.734459877,0.100862443,0.650703728,0.192000017,0.589502037,0.089929134,0.060056549,0.727528572,0.375360817,0.338647693,0.21869719,0.759034574,0.718246758,0.84090662,0.789258182,0.642955363,0.42823711,0.487789452,0.564634919,0.435978293,0.191625386,0.71617502
5,0.726262391,0.774399102,0.83286339,0.262667775,0.787630737,0.862610936,0.220874757,0.917856216,0.739593685,0.90453285,0.570565522,0.664307714,0.770781577,0.7378335,0.872693717,0.77855736,0.330610961,0.785120368,0.711015344,0.934882522,0.966877043,0.788955212,0.894755661,0.540132165,0.317369878,0.756304204,0.615769506,0.274604291,0.871688485,0.660633028,0.674006641,0.865078151,0.824338198,0.963825464,0.683801949,0.332630605,0.47540921,0.486671507,0.606004477,0.661125839,0.652571738,0.03325063,0.813401163
6,0.595335841,0.788339257,0.983941138,0.660535991,0.207382143,0.917179525,0.671118617,0.890283763,0.861815035,0.947636783,0.620203793,0.911389768,0.86436981,0.840112388,0.879600883,0.529113412,0.387614071,0.699988365,0.560562432,0.84362644,0.914099336,0.958764017,0.976968944,0.383782953,0.454144776,0.81339556,0.558380425,0.468566149,0.828141451,0.899349272,0.808844328,0.991669774,0.935693979,0.33123827,0.683981597,0.083222784,0.435009569,0.354877353,0.470248789,0.394246548,0.571901083,0.548009455,0.550577343
1,0.336542308,0.603626311,0.530925214,0.172655135,0.383076936,0.793495536,0.328562886,0.732204378,0.557561278,0.757645488,0.534808338,0.821400464,0.524361134,0.631012976,0.57405138,0.437821299,0.235717371,0.549080372,0.495180577,0.68329376,0.803132594,0.930128336,0.967611551,0.376168817,0.280515492,0.495701045,0.517661631,0.596444488,0.406223297,0.754633307,0.573442698,0.839655817,0.638337195,0.441444963,0.636482239,0.377446055,0.41259867,0.434142083,0.492597073,0.478063047,0.448414803,0.707478166,0.47964257
2,0.217547745,0.361787021,0.813855052,0.237849191,0.203342214,0.519687951,0.02221108,0.439133912,0.297187686,0.488867432,0.333635092,0.416809887,0.428473383,0.248290703,0.646786571,0.261407852,0.172096506,0.456868052,0.397572607,0.31903255,0.329550654,0.498940647,0.9492805,0.157384768,0.229128525,0.336991787,0.251174897,0.306403458,0.256400108,0.256544501,0.328313798,0.400309473,0.476257473,0.187045068,0.23251456,0.670215726,0.246963426,0.31180802,0.267285258,0.312053055,0.262095094,0.389054954,0.44348225
3,0.622041762,0.748858333,0.720995843,0.28430599,0.552075684,0.850451767,0.257772475,0.923853636,0.788855314,0.869230688,0.544898748,0.724222422,0.71355176,0.728751242,0.725643933,0.581249237,0.348169923,0.808603287,0.65557754,0.935795903,0.801842809,0.872867525,0.978518367,0.407991976,0.47905764,0.755351901,0.373838723,0.600820839,0.775455296,0.709995925,0.692898512,0.878163874,0.814311743,0.510631502,0.674385488,0.576782346,0.57411778,0.531397223,0.460105449,0.691148579,0.535443485,0.21754849,0.812367618
4,0.382415235,0.436122239,0.437670738,0.234824672,0.515028059,0.516891181,0.165154606,0.463268131,0.398842663,0.397951186,0.279024571,0.380635291,0.366890132,0.673243642,0.382888019,0.367011398,0.315138757,0.511869907,0.43489933,0.777950406,0.376352042,0.459008396,0.860263407,0.334437102,0.284356356,0.353121579,0.286158055,0.40367043,0.715119421,0.385442585,0.34954682,0.484378725,0.383861661,0.307105094,0.389401406,0.799883783,0.308912575,0.336390555,0.507801771,0.410367846,0.450737685,0.302572519,0.42997098
5,0.874536753,0.821652055,0.830402315,0.445999295,0.871630609,0.851764202,0.053092089,0.962400496,0.88294518,0.872399151,0.52278018,0.692420363,0.814312696,0.836942554,0.841091096,0.73215425,0.370353401,0.924815178,0.826105773,0.934749722,0.905970633,0.847871244,0.864666343,0.639117122,0.46321401,0.839717984,0.563918769,0.448431313,0.811819136,0.812200367,0.592844248,0.905740023,0.830505133,0.899465024,0.828805923,0.810297012,0.614303172,0.606551588,0.666066587,0.812370777,0.734594584,0.765359402,0.882120848
6,0.475161672,0.623013437,0.797685146,0.325601667,0.387419373,0.805735588,0.185932666,0.858218431,0.72748518,0.61377877,0.598928094,0.887081981,0.647470713,0.763442457,0.668436587,0.492938995,0.560618162,0.765430093,0.601107955,0.859636247,0.474849939,0.953449309,0.972561419,0.412194461,0.294083238,0.603421748,0.282950282,0.622578561,0.916209519,0.563063145,0.834412158,0.968487978,0.752808332,0.854241252,0.639229357,0.341816813,0.417876214,0.393751323,0.436676174,0.611164927,0.500458479,0.747683764,0.763634443
1,0.177029088,0.523341835,0.496921688,0.149803624,0.155332044,0.263349682,0.014073277,0.17538625,0.212507591,0.212994426,0.221226886,0.212735876,0.285575002,0.166307539,0.231923431,0.212070391,0.153266981,0.580761909,0.320445389,0.268570513,0.253733009,0.154840291,0.139786795,0.156374186,0.098096825,0.163836986,0.146277606,0.094781026,0.11183849,0.256986022,0.209193826,0.130831808,0.267626971,0.17491819,0.27242735,0.127457455,0.402354866,0.147137016,0.192415968,0.153424382,0.166835621,0.652481019,0.177684441
2,0.336081862,0.52133739,0.702453971,0.193898097,0.422801942,0.52646023,0.002037805,0.424233347,0.400830775,0.243428573,0.499251068,0.424690664,0.217668802,0.714812815,0.283321261,0.439676493,0.364710629,0.87377727,0.896591246,0.58448571,0.592382073,0.12666595,0.136608019,0.351599276,0.166953251,0.341175318,0.299743056,0.207948342,0.11710611,0.474368811,0.400910646,0.211850509,0.749400616,0.340245605,0.718519926,0.967451394,0.386694014,0.370565295,0.20827356,0.419987381,0.379952878,0.895735979,0.340868115
3,0.573495209,0.491422623,0.486530125,0.159039885,0.534505546,0.645436645,0.191507876,0.596373796,0.722522378,0.586369932,0.32084316,0.423613816,0.587833107,0.652170062,0.540055096,0.551317275,0.195550829,0.453437388,0.68973726,0.767211974,0.738751173,0.483205706,0.759684861,0.151462093,0.113850228,0.505793929,0.317876071,0.170470238,0.329417974,0.60736686,0.528067648,0.94620645,0.627039492,0.543167293,0.718429804,0.309295505,0.321648151,0.287651539,0.231857046,0.507142365,0.392937571,0.81112206,0.419211
4,0.341899544,0.454446316,0.723938048,0.243315414,0.391344786,0.473596632,0.166658461,0.797302186,0.382351339,0.572768986,0.346560389,0.76943934,0.594847083,0.353349149,0.989071071,0.474900007,0.767898858,0.531778514,0.586708128,0.581436932,0.471128613,0.662043929,0.398327708,0.3236489,0.134129494,0.449601084,0.314272106,0.869072676,0.370313019,0.280759424,0.519928873,0.330866396,0.540639758,0.748075366,0.383603722,0.792964518,0.387375563,0.251437008,0.387757182,0.347894281,0.819407105,0.3543019,0.411330819
5,0.771935046,0.751158357,0.800239563,0.325575233,0.685553014,0.758039713,0.029758113,0.705435932,0.683649957,0.898847759,0.551393628,0.718300641,0.792823851,0.64560622,0.698094428,0.515726268,0.596945047,0.788317502,0.773334861,0.867143512,0.696980238,0.736515164,0.900135398,0.419555962,0.098228842,0.741538167,0.305293143,0.040085509,0.538684309,0.77346313,0.425645202,0.921368122,0.74841392,0.48215583,0.890944064,0.549579561,0.334298551,0.431396604,0.478448808,0.588747382,0.548276782,0.948938429,0.710884154
6,0.57060504,0.749275506,0.827449083,0.35152781,0.520952642,0.922608495,0.193829492,0.862328053,0.820274711,0.946619213,0.084263317,0.80523926,0.623582244,0.910850525,0.690651059,0.506535411,0.26625675,0.829946876,0.662944257,0.895930409,0.767989635,0.942668915,0.990943193,0.393982291,0.341597646,0.670680344,0.12555711,0.533740878,0.955624938,0.411084741,0.711599708,0.987995207,0.6854164,0.362971425,0.699077725,0.32982862,0.422780633,0.418989956,0.47781831,0.736804307,0.552781165,0.235098362,0.809346616
1,0.649926484,0.787817299,0.771346331,0.357217282,0.774328887,0.840305269,0.181969836,0.473012775,0.646925807,0.834002316,0.406660467,0.635410547,0.606500626,0.681711853,0.63862437,0.626162589,0.328467518,0.628944874,0.758063555,0.638179541,0.830471575,0.824294806,0.373922944,0.567388475,0.565461755,0.651903033,0.645979881,0.316732407,0.695612192,0.743437052,0.63471055,0.544307232,0.742091537,0.778080165,0.662858725,0.521116078,0.277735323,0.602103114,0.63754344,0.666725695,0.693595469,0.654508829,0.659196615
2,0.764936209,0.923257291,0.808104515,0.695665359,0.699537575,0.623513401,0.006444495,0.893333077,0.839518845,0.894010901,0.418894738,0.965806484,0.874441147,0.876042545,0.867951393,0.754682779,0.410956681,0.924313426,0.933524549,0.812416315,0.616649449,0.62156558,0.824622273,0.615137458,0.026723288,0.796354175,0.694864392,0.252732545,0.946394324,0.855988443,0.658251464,0.924623013,0.942292333,0.921287537,0.894477367,0.967973113,0.355703086,0.63497442,0.74337554,0.664612412,0.802556455,0.93736726,0.816851556
3,0.720639944,0.871945083,0.873305559,0.429522216,0.708185792,0.773952007,0.169378206,0.754143596,0.861964762,0.635380328,0.361365974,0.749603689,0.821890533,0.866997719,0.726528704,0.717551947,0.535392702,0.834428728,0.721933603,0.810834587,0.755861461,0.735010028,0.669716001,0.378292471,0.655535579,0.745035231,0.291304439,0.27418229,0.880388021,0.614069998,0.670049727,0.752515018,0.830169737,0.631468594,0.801455915,0.713692069,0.803889573,0.61259377,0.699877322,0.739016771,0.832662642,0.564360559,0.797260344
4,0.924655259,0.936267078,0.927793503,0.75521642,0.860437453,0.911304533,0.503974676,0.972130358,0.900629938,0.943653524,0.081585169,0.835781813,0.919020414,0.911319077,0.927004278,0.879707277,0.614258468,0.939442575,0.935732305,0.981060684,0.95337534,0.94013226,0.905774117,0.821614623,0.794076979,0.840810657,0.173899323,0.350717276,0.993936539,0.846633434,0.700106204,0.930226088,0.920334339,0.874275088,0.88212955,0.586691916,0.5040645,0.579787314,0.909723938,0.802938879,0.892186105,0.173773557,0.902414501
5,0.195954219,0.460759461,0.516282618,0.082516827,0.249866009,0.397269577,0.053911086,0.599260271,0.274756938,0.382699966,0.165731326,0.215606153,0.309373379,0.249472409,0.532132149,0.296641827,0.150779516,0.201221988,0.338114977,0.3035025,0.678327084,0.187488571,0.285032392,0.262579471,0.017395692,0.345242649,0.232023239,0.09221106,0.361657023,0.297878027,0.257716864,0.267963618,0.457166195,0.803931415,0.208848581,0.242386237,0.18122299,0.190625504,0.262806624,0.237568036,0.329315215,0.155059993,0.294582307
6,0.709313333,0.848003805,0.904588878,0.340351731,0.455692947,0.932210803,0.873629272,0.880735457,0.928672731,0.992806852,0.812023222,0.972858548,0.921407163,0.771373034,0.99035418,0.597425222,0.424847811,0.483143538,0.592352986,0.897749007,0.838394701,0.995449007,0.992720842,0.413826257,0.13855283,0.902834058,0.504460454,0.751788974,0.91134572,0.928134441,0.845192611,0.991473973,0.957987964,0.418805838,0.768290818,0.210011125,0.233106986,0.324054509,0.455123186,0.883645415,0.653951168,0.688201606,0.928044975
1,0.827493489,0.825332701,0.683883846,0.122405812,0.617869556,0.965669215,0.129280388,0.389862955,0.770306349,0.913788319,0.455265701,0.648759186,0.629214227,0.54976356,0.944545507,0.895665586,0.237681732,0.708630621,0.764039993,0.7862885,0.97419548,0.961482108,0.556513488,0.193981305,0.296458066,0.727232516,0.943029165,0.262390077,0.626520157,0.884621441,0.52652204,0.694395006,0.732509673,0.651198745,0.536648631,0.526527703,0.049990401,0.361783594,0.565103889,0.87401998,0.482111156,0.705669641,0.7584396
2,0.787237227,0.886999369,0.941434503,0.498298287,0.977340281,0.80855304,0.005832185,0.768267393,0.778465211,0.17032218,0.727190018,0.702356815,0.572614908,0.886876464,0.740068972,0.783218205,0.681997955,0.878753901,0.921414912,0.729837835,0.612181783,0.484766245,0.313073009,0.685242116,0.10095337,0.744595647,0.74485594,0.524468243,0.323301733,0.31790325,0.577148557,0.63613075,0.955245018,0.759064496,0.821776986,0.942686141,0.614316463,0.702654958,0.3972947,0.916148067,0.794071555,0.967582703,0.739846826
3,0.701548338,0.736119568,0.823061287,0.266808957,0.539987683,0.8994295,0.148180887,0.78938365,0.859998286,0.782228529,0.42821458,0.710543573,0.776804388,0.867677391,0.766764104,0.728671253,0.392477483,0.879081726,0.842156649,0.878159821,0.860693395,0.69939518,0.933387101,0.454154223,0.30263263,0.688836932,0.568795562,0.250624895,0.813848138,0.777342498,0.827772558,0.94204247,0.854417086,0.521826446,0.714923501,0.588961065,0.373159677,0.532310426,0.484485805,0.830956399,0.562882245,0.594390154,0.586900532
4,0.84427768,0.605718851,0.587489426,0.418634772,0.734387398,0.663294852,0.013217109,0.697027922,0.670974731,0.747023404,0.534537613,0.607530653,0.641690075,0.501126647,0.983995259,0.716902316,0.044235881,0.843055427,0.907206595,0.940224886,0.876520932,0.550023913,0.230771497,0.532755017,0.186577037,0.709830761,0.226024821,0.044962395,0.615368307,0.654335439,0.02284891,0.659639657,0.731115758,0.789827883,0.965692759,0.975417733,0.128625169,0.518444657,0.891058564,0.545592189,0.636394918,0.336261541,0.793358147
5,0.585500777,0.769278347,0.848861694,0.237204164,0.526933074,0.824497163,0.157770708,0.919851243,0.816605806,0.771304965,0.578270078,0.92806679,0.693172336,0.730354488,0.88538444,0.648779035,0.279428154,0.854750872,0.65489012,0.669738472,0.890085459,0.857445061,0.510095417,0.224958226,0.198668644,0.867953777,0.649392903,0.380067796,0.807776451,0.738806129,0.724815309,0.723114967,0.883200884,0.854409397,0.63244611,0.795226753,0.233999699,0.302279264,0.502228796,0.68098706,0.596616089,0.119680591,0.906457484
6,0.381628603,0.688211739,0.971080363,0.300600469,0.957375348,0.388857812,0.103792675,0.263523519,0.984213233,0.246366605,0.008962329,0.500019729,0.478701085,0.995064735,0.161434591,0.477781743,0.359943181,0.820699811,0.643870234,0.17526409,0.616763234,0.161759064,0.983414054,0.409603357,0.383206069,0.071466893,0.342427313,0.15309906,0.403853059,0.806353033,0.681922853,0.587240458,0.053307567,0.062098879,0.363795161,0.039852981,0.468743294,0.450092494,0.339969814,0.896978557,0.477215976,0.534838855,0.465372354
1,0.029984709,0.627873421,0.482202411,0.139515728,0.622756064,0.652452648,0.066314556,0.483865529,0.622911811,0.87806505,0.100070111,0.421023458,0.081747316,0.653353572,0.644472122,0.457249194,0.237297833,0.708533347,0.288415164,0.798026443,0.866579473,0.731267691,0.19717291,0.270980656,0.27519536,0.575832844,0.460717708,0.097561747,0.537807584,0.746234,0.256802559,0.373690903,0.701194823,0.124262013,0.535345256,0.951025188,0.408255398,0.09806399,0.641626775,0.743439138,0.081922434,0.686151803,0.54789871
2,0.290241838,0.434322238,0.45375523,0.083791003,0.475732654,0.315762997,0.007604524,0.196950629,0.389101952,0.148224667,0.147362813,0.1499753,0.671971977,0.330419302,0.285771102,0.244470835,0.089567266,0.317127228,0.495461136,0.439546257,0.473595411,0.113533333,0.095392413,0.195989937,0.483062506,0.288216084,0.167580739,0.100883983,0.075104088,0.26529929,0.146067291,0.272481561,0.832787395,0.355279148,0.423023254,0.794633389,0.380677313,0.215078279,0.05022984,0.319757998,0.261002094,0.75019145,0.299878478
3,0.73165381,0.671648324,0.773901939,0.298339963,0.696422875,0.774448514,0.109803751,0.814614296,0.73290664,0.841534793,0.472905964,0.70557791,0.700018823,0.787934721,0.687291682,0.72370708,0.396778703,0.854304016,0.735987842,0.785449386,0.825148106,0.610087693,0.900836885,0.462637156,0.504212677,0.69271183,0.371117234,0.249224991,0.788740396,0.567634284,0.769598365,0.9551211,0.65440774,0.675388873,0.59672308,0.827183247,0.49432686,0.453949392,0.549382985,0.626288712,0.59141916,0.713191211,0.727279305
4,0.888983369,0.730938017,0.757650673,0.258769512,0.637295902,0.858039618,0.118159965,0.850667298,0.793984711,0.941536665,0.512251735,0.849650681,0.869271219,0.794807196,0.861190438,0.570347846,0.857125998,0.743069112,0.849689603,0.924515367,0.839823842,0.836681664,0.820708454,0.497163296,0.023309441,0.695892334,0.487250686,0.314301342,0.868194461,0.702352107,0.808655083,0.709988296,0.804503381,0.506181061,0.811913311,0.989420652,0.720176339,0.570854008,0.972956002,0.707327724,0.67063725,0.461680979,0.659758389
5,0.62784934,0.741095901,0.857134819,0.203702554,0.522347987,0.794011772,0.263725996,0.958098471,0.715114832,0.735390902,0.531208873,0.564251304,0.763053238,0.720120311,0.728560925,0.694050431,0.534241736,0.730568647,0.730907261,0.723301947,0.92939806,0.833394885,0.689562321,0.545431674,0.300998777,0.747616708,0.294955313,0.240086183,0.742113173,0.494944662,0.605020702,0.836980522,0.786330462,0.913290322,0.676854551,0.50292927,0.586787343,0.425047815,0.554623604,0.666180015,0.597290933,0.100877002,0.811965525
6,0.783309937,0.832150042,0.969371736,0.832006633,0.311174124,0.890021324,0.962177575,0.816325009,0.868355274,0.991970241,0.948112786,0.930773973,0.957540333,0.777629554,0.969373345,0.604853988,0.531829,0.882599711,0.274192184,0.893065274,0.896799147,0.97698617,0.891416907,0.485237032,0.44617191,0.910075068,0.637412786,0.548568547,0.905660689,0.926483274,0.770238698,0.992334664,0.981695592,0.674436629,0.77888763,0.147904456,0.311628252,0.38528055,0.767263234,0.822687447,0.77794987,0.788593948,0.928092718
1,0.556322157,0.732249081,0.271554768,0.146894589,0.299388766,0.497695565,0.031457551,0.752859354,0.336749136,0.644232571,0.231663033,0.331436604,0.342474014,0.214467555,0.5756495,0.396087974,0.114073798,0.401619643,0.450063616,0.547871411,0.535383582,0.710703731,0.224844545,0.187275633,0.127556652,0.325951457,0.224327773,0.118897825,0.207589746,0.277903825,0.514631808,0.242663458,0.432279646,0.232958913,0.272754133,0.123579584,0.161839277,0.232353225,0.244606942,0.229882419,0.345552921,0.449005276,0.380033404
2,0.276449144,0.895106375,0.719974995,0.385089487,0.735626042,0.633831918,0.004305372,0.844279706,0.523289979,0.053325411,0.473146528,0.727412462,0.433774829,0.568567693,0.59789753,0.586725593,0.542275965,0.937145114,0.89808917,0.480728269,0.520387232,0.690180898,0.331611097,0.333930761,0.104220808,0.541435897,0.381889045,0.539483964,0.270489603,0.374083638,0.444437027,0.4043037,0.831229031,0.676327884,0.587264776,0.901976585,0.592452407,0.391958028,0.155348167,0.514911115,0.543658674,0.854483306,0.672961295
3,0.889529526,0.964931071,0.983858287,0.543293297,0.83598274,0.897886992,0.451051891,0.949687898,0.965013325,0.688452721,0.72400403,0.939050078,0.917090714,0.973413527,0.937154114,0.827596664,0.73912549,0.963781297,0.869583786,0.975061119,0.905852795,0.977299392,0.962675929,0.817336142,0.837362766,0.957445323,0.457723677,0.706483006,0.958622158,0.789654434,0.886592329,0.937723458,0.969594777,0.804875016,0.910620511,0.793948293,0.813849211,0.712213397,0.809276462,0.869926691,0.844813466,0.198839694,0.945762277
4,0.502346933,0.624040008,0.482770771,0.203353718,0.385561883,0.620274484,0.092398569,0.88770479,0.465155035,0.477202237,0.235103607,0.720435083,0.551988244,0.498518407,0.556534111,0.495572865,0.379096061,0.515120625,0.817641318,0.60200429,0.632071078,0.870028019,0.961992681,0.344744027,0.24049969,0.480621934,0.156842157,0.325835109,0.688987017,0.687724352,0.405906916,0.679658532,0.554705918,0.906659186,0.766038835,0.53228116,0.259717226,0.307305038,0.524242282,0.398595244,0.604832828,0.057550263,0.493870616
5,0.93812269,0.965919852,0.946232259,0.797311425,0.857361555,0.922525048,0.73585856,0.960018516,0.960957646,0.921912074,0.676621139,0.896581829,0.944049597,0.956080496,0.95661509,0.896876931,0.676087499,0.921217144,0.832783818,0.946970463,0.951384008,0.956633031,0.885693789,0.876525044,0.929730594,0.920979679,0.745162964,0.780987859,0.950904906,0.883448541,0.836804092,0.927015901,0.96311295,0.913990378,0.896011949,0.864833593,0.8652426,0.791050851,0.873111963,0.920139909,0.775412858,0.57803154,0.969489872
6,0.747380793,0.893987775,0.987078786,0.939834416,0.83528918,0.893351614,0.010240597,0.944224834,0.874108195,0.053888816,0.534294426,0.913585067,0.699144781,0.970236003,0.787382662,0.716470361,0.629014194,0.919201493,0.788681924,0.836677134,0.79654789,0.950739324,0.989546776,0.605892479,0.702610075,0.760361433,0.505377471,0.661277115,0.935276568,0.700201273,0.824742615,0.952080965,0.872853637,0.773440659,0.8644768,0.524124026,0.675651729,0.616183043,0.691916823,0.863522232,0.685980499,0.613470554,0.731761992
